HPO_term	GO_term	Co-occurrence_similarity_(S)
HP:0002074	GO:0007040	0.2105
HP:0002074	GO:0007042	0.6667
HP:0002074	GO:0030163	0.7000
HP:0002074	GO:0045861	0.2000
HP:0002074	GO:0050885	0.3333
HP:0002075	GO:0005750	0.2449
HP:0002075	GO:0006122	0.2041
HP:0002075	GO:0034551	0.2083
HP:0002080	GO:0005777	0.2680
HP:0002080	GO:0005778	0.3056
HP:0002080	GO:0005779	0.2414
HP:0002080	GO:0006625	0.2143
HP:0002080	GO:0007031	0.3175
HP:0002080	GO:0016558	0.2712
HP:0002084	GO:0036038	0.2391
HP:0002084	GO:0060271	0.3099
HP:0002085	GO:0006493	0.2593
HP:0002085	GO:0007224	0.2034
HP:0002085	GO:0035269	0.2449
HP:0002085	GO:0035869	0.3019
HP:0002085	GO:0036038	0.4314
HP:0002085	GO:0060271	0.3168
HP:0002086	GO:0032007	0.2500
HP:0002086	GO:0033596	0.3636
HP:0002086	GO:0046627	0.2857
HP:0002089	GO:0060271	0.2754
HP:0002090	GO:0003341	0.2830
HP:0002090	GO:0005930	0.2167
HP:0002090	GO:0036158	0.2330
HP:0002091	GO:0007004	0.2000
HP:0002094	GO:0036038	0.2083
HP:0002094	GO:0060271	0.2055
HP:0002098	GO:0003341	0.2439
HP:0002098	GO:0005930	0.2628
HP:0002098	GO:0036158	0.2000
HP:0002098	GO:0060271	0.2367
HP:0002099	GO:0003341	0.2239
HP:0002099	GO:0005930	0.2432
HP:0002099	GO:0060271	0.2222
HP:0002100	GO:0035097	0.3077
HP:0002100	GO:0044666	0.4444
HP:0002100	GO:0051568	0.4000
HP:0002101	GO:0043585	0.2308
HP:0002101	GO:0048566	0.2000
HP:0002105	GO:0001916	0.2051
HP:0002105	GO:0032729	0.2667
HP:0002107	GO:0001527	0.2353
HP:0002107	GO:0003149	0.2222
HP:0002107	GO:0003181	0.2105
HP:0002107	GO:0003222	0.2000
HP:0002107	GO:0003274	0.2500
HP:0002107	GO:0005024	0.2105
HP:0002107	GO:0005114	0.2105
HP:0002107	GO:0006939	0.2353
HP:0002107	GO:0010718	0.2667
HP:0002107	GO:0030208	0.2353
HP:0002107	GO:0030512	0.2069
HP:0002107	GO:0032909	0.2500
HP:0002107	GO:0032924	0.2000
HP:0002107	GO:0034714	0.2353
HP:0002107	GO:0042060	0.2000
HP:0002107	GO:0060317	0.2222
HP:0002107	GO:0060389	0.2727
HP:0002107	GO:0060412	0.2308
HP:0002107	GO:0070022	0.2500
HP:0002107	GO:0070723	0.2353
HP:0002107	GO:0090303	0.2222
HP:0002107	GO:1905007	0.3333
HP:0002108	GO:0043206	0.4444
HP:0002108	GO:0043588	0.2500
HP:0002108	GO:0048407	0.3077
HP:0002109	GO:0030183	0.2381
HP:0002109	GO:0050853	0.2564
HP:0002110	GO:0003341	0.3261
HP:0002110	GO:0005930	0.2453
HP:0002110	GO:0036158	0.2697
HP:0002113	GO:0032729	0.2273
HP:0002121	GO:0004890	0.2162
HP:0002121	GO:1902711	0.2162
HP:0002126	GO:0005778	0.2051
HP:0002131	GO:0005391	0.2667
HP:0002131	GO:0005890	0.2667
HP:0002131	GO:0006883	0.2500
HP:0002131	GO:0008331	0.2000
HP:0002131	GO:0015991	0.2857
HP:0002131	GO:0030007	0.2500
HP:0002131	GO:0036376	0.2667
HP:0002131	GO:0050966	0.2857
HP:0002131	GO:0071383	0.2667
HP:0002131	GO:0086064	0.2000
HP:0002131	GO:1903416	0.2857
HP:0002131	GO:1990239	0.2667
HP:0002132	GO:0032299	0.2143
HP:0002132	GO:0061314	0.2000
HP:0002135	GO:0006283	0.2128
HP:0002138	GO:0001569	0.3077
HP:0002138	GO:0001937	0.2353
HP:0002138	GO:0003203	0.2353
HP:0002138	GO:0005024	0.3636
HP:0002138	GO:0010596	0.3636
HP:0002138	GO:0010862	0.2963
HP:0002138	GO:0017015	0.2667
HP:0002138	GO:0030509	0.2222
HP:0002138	GO:0030513	0.3529
HP:0002138	GO:0035912	0.4000
HP:0002138	GO:0043537	0.3636
HP:0002138	GO:0048185	0.5000
HP:0002138	GO:0050431	0.2667
HP:0002138	GO:0071773	0.3158
HP:0002138	GO:0090500	0.5714
HP:0002138	GO:2000279	0.5000
HP:0002140	GO:0001569	0.3750
HP:0002140	GO:0001937	0.2000
HP:0002140	GO:0003203	0.2000
HP:0002140	GO:0005024	0.2857
HP:0002140	GO:0005587	0.2857
HP:0002140	GO:0010596	0.2857
HP:0002140	GO:0010862	0.2667
HP:0002140	GO:0017015	0.2222
HP:0002140	GO:0030509	0.2051
HP:0002140	GO:0030513	0.3000
HP:0002140	GO:0035912	0.3077
HP:0002140	GO:0043537	0.2857
HP:0002140	GO:0048185	0.3636
HP:0002140	GO:0048514	0.2667
HP:0002140	GO:0050431	0.2222
HP:0002140	GO:0071773	0.2727
HP:0002140	GO:0090500	0.4000
HP:0002140	GO:2000279	0.3636
HP:0002141	GO:0001103	0.3810
HP:0002141	GO:0031514	0.2128
HP:0002141	GO:0032402	0.3000
HP:0002141	GO:0034464	0.4615
HP:0002141	GO:0036064	0.2388
HP:0002141	GO:0045444	0.2449
HP:0002141	GO:0046907	0.2162
HP:0002141	GO:0060271	0.2857
HP:0002141	GO:0061512	0.2000
HP:0002148	GO:0010980	0.2000
HP:0002149	GO:0006164	0.2222
HP:0002149	GO:0015184	0.2222
HP:0002149	GO:0015811	0.2222
HP:0002151	GO:0005739	0.3394
HP:0002151	GO:0005743	0.2977
HP:0002151	GO:0005759	0.2263
HP:0002151	GO:0032981	0.2222
HP:0002153	GO:0010766	0.2105
HP:0002153	GO:0015280	0.3000
HP:0002153	GO:0032414	0.2000
HP:0002153	GO:0034706	0.2727
HP:0002153	GO:0050699	0.2727
HP:0002153	GO:0050794	0.2105
HP:0002153	GO:0050801	0.2000
HP:0002153	GO:0050891	0.2857
HP:0002153	GO:0055078	0.3636
HP:0002153	GO:0070294	0.2105
HP:0002153	GO:0072156	0.2105
HP:0002153	GO:2000021	0.2105
HP:0002154	GO:0004047	0.4000
HP:0002154	GO:0004658	0.4000
HP:0002154	GO:0005960	0.4000
HP:0002154	GO:0006546	0.5455
HP:0002154	GO:0006768	0.2500
HP:0002154	GO:0009235	0.2500
HP:0002154	GO:0019464	0.4000
HP:0002154	GO:0019626	0.6154
HP:0002154	GO:0046487	0.2143
HP:0002156	GO:0000096	0.2667
HP:0002156	GO:0006555	0.3333
HP:0002156	GO:0009086	0.3636
HP:0002156	GO:0009235	0.4800
HP:0002156	GO:0032259	0.2500
HP:0002156	GO:0043418	0.3636
HP:0002156	GO:0046655	0.3077
HP:0002156	GO:0050667	0.2857
HP:0002156	GO:0071949	0.2353
HP:0002156	GO:0072341	0.2857
HP:0002157	GO:0005587	0.5000
HP:0002157	GO:0032836	0.5000
HP:0002159	GO:0006027	0.4545
HP:0002159	GO:0030207	0.2857
HP:0002160	GO:0000096	0.3077
HP:0002160	GO:0006555	0.4000
HP:0002160	GO:0009086	0.4444
HP:0002160	GO:0009235	0.5217
HP:0002160	GO:0032259	0.2857
HP:0002160	GO:0046655	0.3636
HP:0002160	GO:0071949	0.2667
HP:0002164	GO:0008544	0.2143
HP:0002165	GO:0000723	0.3200
HP:0002165	GO:0000783	0.3750
HP:0002165	GO:0003720	0.2857
HP:0002165	GO:0005697	0.5263
HP:0002165	GO:0005732	0.2500
HP:0002165	GO:0007004	0.5455
HP:0002165	GO:0010521	0.2500
HP:0002165	GO:0016233	0.2500
HP:0002165	GO:0031118	0.4000
HP:0002165	GO:0031120	0.4000
HP:0002165	GO:0031429	0.4000
HP:0002165	GO:0032202	0.2667
HP:0002165	GO:0032206	0.2105
HP:0002165	GO:0032211	0.2500
HP:0002165	GO:0034513	0.4000
HP:0002165	GO:0042162	0.4444
HP:0002165	GO:0051973	0.2609
HP:0002165	GO:0051974	0.2000
HP:0002165	GO:0070034	0.5556
HP:0002165	GO:0070187	0.2667
HP:0002165	GO:0070198	0.2500
HP:0002165	GO:0070200	0.3529
HP:0002165	GO:0072589	0.4000
HP:0002165	GO:0090661	0.4000
HP:0002165	GO:1904851	0.2667
HP:0002165	GO:1904874	0.3750
HP:0002166	GO:0019896	0.2000
HP:0002168	GO:0006744	0.2353
HP:0002169	GO:0000213	0.2069
HP:0002169	GO:0000379	0.2069
HP:0002169	GO:0006388	0.2000
HP:0002170	GO:0007596	0.2178
HP:0002171	GO:0005747	0.2205
HP:0002171	GO:0006120	0.2097
HP:0002171	GO:0008137	0.2149
HP:0002171	GO:0032981	0.2537
HP:0002172	GO:0007005	0.2308
HP:0002172	GO:0010821	0.2105
HP:0002172	GO:0016241	0.2000
HP:0002172	GO:0034599	0.2449
HP:0002172	GO:1901215	0.3478
HP:0002179	GO:0000213	0.2308
HP:0002179	GO:0000379	0.2308
HP:0002179	GO:0006388	0.2222
HP:0002180	GO:0005750	0.3333
HP:0002180	GO:0006122	0.2778
HP:0002180	GO:0034551	0.2857
HP:0002181	GO:0003954	0.2326
HP:0002181	GO:0005743	0.2833
HP:0002181	GO:0005747	0.5000
HP:0002181	GO:0006120	0.4912
HP:0002181	GO:0008137	0.4444
HP:0002181	GO:0032981	0.6269
HP:0002181	GO:0045333	0.2083
HP:0002185	GO:0001540	0.2857
HP:0002185	GO:0005641	0.2857
HP:0002185	GO:0006509	0.2000
HP:0002185	GO:0006878	0.2500
HP:0002185	GO:0015485	0.2222
HP:0002185	GO:0019731	0.2353
HP:0002185	GO:0033344	0.2609
HP:0002185	GO:0042987	0.2500
HP:0002185	GO:0060999	0.2667
HP:0002185	GO:1901216	0.2857
HP:0002185	GO:1902430	0.3077
HP:0002186	GO:0005750	0.2400
HP:0002186	GO:0006122	0.2000
HP:0002186	GO:0034551	0.2041
HP:0002189	GO:0006493	0.3590
HP:0002189	GO:0035269	0.3529
HP:0002190	GO:0006564	0.5714
HP:0002195	GO:0007224	0.3158
HP:0002195	GO:0035869	0.3750
HP:0002195	GO:0036038	0.6667
HP:0002195	GO:0060170	0.2162
HP:0002195	GO:0060271	0.3750
HP:0002197	GO:0033268	0.2069
HP:0002198	GO:0035869	0.2963
HP:0002198	GO:0036038	0.3200
HP:0002199	GO:0006766	0.4444
HP:0002199	GO:0010980	0.5714
HP:0002199	GO:0042359	0.3636
HP:0002199	GO:0045618	0.6667
HP:0002199	GO:0046697	0.5714
HP:0002200	GO:0031904	0.2353
HP:0002202	GO:0007586	0.2500
HP:0002203	GO:0006783	0.4000
HP:0002204	GO:0060307	0.3056
HP:0002204	GO:0086005	0.2254
HP:0002204	GO:0086091	0.2022
HP:0002206	GO:0007004	0.2069
HP:0002209	GO:0005697	0.2000
HP:0002209	GO:0016514	0.2000
HP:0002211	GO:0014826	0.3077
HP:0002211	GO:0030318	0.2857
HP:0002211	GO:0042310	0.2857
HP:0002211	GO:0043473	0.2222
HP:0002212	GO:0007173	0.2564
HP:0002212	GO:0007265	0.2564
HP:0002212	GO:0038128	0.2162
HP:0002216	GO:0007004	0.2414
HP:0002217	GO:0006337	0.2051
HP:0002217	GO:0016514	0.2439
HP:0002217	GO:0030991	0.2000
HP:0002217	GO:0071564	0.2051
HP:0002217	GO:0071565	0.2051
HP:0002218	GO:0030050	0.6667
HP:0002219	GO:0000980	0.2143
HP:0002219	GO:0001105	0.2143
HP:0002219	GO:0001164	0.2500
HP:0002219	GO:0006337	0.4211
HP:0002219	GO:0006338	0.2857
HP:0002219	GO:0016514	0.4762
HP:0002219	GO:0016922	0.2105
HP:0002219	GO:0017112	0.2000
HP:0002219	GO:0030957	0.2000
HP:0002219	GO:0031492	0.3000
HP:0002219	GO:0034389	0.2222
HP:0002219	GO:0043044	0.3000
HP:0002219	GO:0043923	0.2353
HP:0002219	GO:0048096	0.2353
HP:0002219	GO:0071564	0.4211
HP:0002219	GO:0071565	0.4211
HP:0002219	GO:0097051	0.2500
HP:0002219	GO:1901838	0.2222
HP:0002219	GO:1902661	0.2500
HP:0002219	GO:1903061	0.2353
HP:0002219	GO:1903373	0.2500
HP:0002219	GO:2000786	0.2353
HP:0002223	GO:0035897	0.2105
HP:0002223	GO:0090170	0.2000
HP:0002224	GO:0030057	0.2069
HP:0002224	GO:0086073	0.2400
HP:0002224	GO:0086083	0.2400
HP:0002224	GO:0098911	0.2069
HP:0002226	GO:0014826	0.4444
HP:0002226	GO:0042310	0.4000
HP:0002227	GO:0014826	0.3636
HP:0002227	GO:0030050	0.3636
HP:0002227	GO:0042310	0.3333
HP:0002229	GO:0001916	0.3158
HP:0002229	GO:0005143	0.2353
HP:0002229	GO:0016045	0.2353
HP:0002229	GO:0032695	0.2667
HP:0002229	GO:0032700	0.2000
HP:0002229	GO:0032715	0.2500
HP:0002229	GO:0032720	0.2000
HP:0002229	GO:0032729	0.3200
HP:0002229	GO:0032733	0.2105
HP:0002229	GO:0032740	0.2222
HP:0002229	GO:0034341	0.2105
HP:0002229	GO:0042520	0.2667
HP:0002229	GO:0051135	0.2667
HP:0002229	GO:0051770	0.2500
HP:0002235	GO:0055087	0.8000
HP:0002236	GO:0001105	0.2105
HP:0002240	GO:0005515	0.2122
HP:0002245	GO:0000712	0.2222
HP:0002245	GO:0000724	0.2222
HP:0002245	GO:0006281	0.2400
HP:0002245	GO:0006289	0.2051
HP:0002245	GO:0036297	0.5909
HP:0002245	GO:0043240	0.5161
HP:0002246	GO:0030208	0.6667
HP:0002247	GO:0000776	0.3125
HP:0002247	GO:0000777	0.2353
HP:0002247	GO:0000940	0.2353
HP:0002247	GO:0007062	0.2857
HP:0002247	GO:0007094	0.2857
HP:0002247	GO:0031145	0.2000
HP:0002247	GO:0051436	0.2222
HP:0002247	GO:0051437	0.2105
HP:0002247	GO:0071173	0.2353
HP:0002248	GO:0001569	0.2857
HP:0002248	GO:0001937	0.2222
HP:0002248	GO:0003203	0.2222
HP:0002248	GO:0005024	0.3333
HP:0002248	GO:0008154	0.4444
HP:0002248	GO:0010596	0.3333
HP:0002248	GO:0010862	0.2857
HP:0002248	GO:0017015	0.2500
HP:0002248	GO:0030509	0.2162
HP:0002248	GO:0030513	0.3333
HP:0002248	GO:0035912	0.3636
HP:0002248	GO:0043537	0.3333
HP:0002248	GO:0048185	0.4444
HP:0002248	GO:0050431	0.2500
HP:0002248	GO:0071773	0.3000
HP:0002248	GO:0090500	0.5000
HP:0002248	GO:2000279	0.4444
HP:0002249	GO:0001569	0.2857
HP:0002249	GO:0001937	0.2222
HP:0002249	GO:0003203	0.2222
HP:0002249	GO:0005024	0.3333
HP:0002249	GO:0008154	0.4444
HP:0002249	GO:0010596	0.3333
HP:0002249	GO:0010862	0.2857
HP:0002249	GO:0017015	0.2500
HP:0002249	GO:0030509	0.2162
HP:0002249	GO:0030513	0.3333
HP:0002249	GO:0035912	0.3636
HP:0002249	GO:0043537	0.3333
HP:0002249	GO:0048185	0.4444
HP:0002249	GO:0050431	0.2500
HP:0002249	GO:0071773	0.3000
HP:0002249	GO:0090500	0.5000
HP:0002249	GO:2000279	0.4444
HP:0002251	GO:0060271	0.3164
HP:0002253	GO:0005749	0.2400
HP:0002253	GO:0016446	0.2308
HP:0002257	GO:0003341	0.6383
HP:0002257	GO:0003356	0.2703
HP:0002257	GO:0005930	0.4262
HP:0002257	GO:0007368	0.2642
HP:0002257	GO:0030317	0.3333
HP:0002257	GO:0031514	0.2041
HP:0002257	GO:0036157	0.2703
HP:0002257	GO:0036158	0.5455
HP:0002257	GO:0036159	0.3902
HP:0002257	GO:0044458	0.3415
HP:0002257	GO:0060287	0.3077
HP:0002257	GO:0070286	0.4000
HP:0002257	GO:0071907	0.2105
HP:0002263	GO:0005109	0.2353
HP:0002263	GO:0060071	0.3000
HP:0002263	GO:0099054	0.4444
HP:0002266	GO:0005251	0.2222
HP:0002266	GO:0005267	0.2857
HP:0002266	GO:0033268	0.3636
HP:0002266	GO:0043194	0.5714
HP:0002267	GO:0006493	0.3784
HP:0002267	GO:0008375	0.2667
HP:0002267	GO:0035269	0.3750
HP:0002267	GO:0060012	0.2222
HP:0002270	GO:0032217	0.2500
HP:0002270	GO:0032218	0.2500
HP:0002271	GO:0014826	0.6667
HP:0002271	GO:0042310	0.5714
HP:0002280	GO:0004169	0.2667
HP:0002280	GO:0006493	0.2308
HP:0002280	GO:0046975	0.2857
HP:0002280	GO:0071712	0.2353
HP:0002282	GO:0005777	0.2449
HP:0002282	GO:0005778	0.3014
HP:0002282	GO:0005779	0.2373
HP:0002282	GO:0006625	0.2105
HP:0002282	GO:0007031	0.3125
HP:0002282	GO:0007099	0.2333
HP:0002282	GO:0016558	0.2667
HP:0002283	GO:0000717	0.2000
HP:0002283	GO:0005669	0.2069
HP:0002283	GO:0006361	0.2069
HP:0002283	GO:0006362	0.2143
HP:0002283	GO:0006363	0.2069
HP:0002283	GO:0006370	0.2500
HP:0002293	GO:0043206	0.3636
HP:0002293	GO:0043588	0.2222
HP:0002293	GO:0048407	0.2667
HP:0002297	GO:0032720	0.2500
HP:0002297	GO:0033162	0.3077
HP:0002299	GO:0005750	0.2609
HP:0002299	GO:0006122	0.2174
HP:0002299	GO:0034551	0.2222
HP:0002301	GO:0005391	0.2105
HP:0002301	GO:0005890	0.2105
HP:0002301	GO:0006883	0.2000
HP:0002301	GO:0015991	0.2222
HP:0002301	GO:0030007	0.2000
HP:0002301	GO:0036376	0.2105
HP:0002301	GO:0043304	0.2222
HP:0002301	GO:0044194	0.2222
HP:0002301	GO:0071383	0.2105
HP:0002301	GO:1903416	0.2222
HP:0002301	GO:1990239	0.2105
HP:0002304	GO:0001774	0.2105
HP:0002304	GO:0004889	0.2308
HP:0002304	GO:0005892	0.2308
HP:0002304	GO:0007271	0.2667
HP:0002304	GO:0007274	0.2069
HP:0002304	GO:0015464	0.2308
HP:0002304	GO:0016241	0.2308
HP:0002304	GO:0032268	0.2105
HP:0002304	GO:0035094	0.2222
HP:0002304	GO:0042166	0.2222
HP:0002304	GO:0048312	0.2000
HP:0002304	GO:0048630	0.2000
HP:0002304	GO:0050881	0.2105
HP:0002304	GO:0060161	0.2105
HP:0002304	GO:0071287	0.2000
HP:0002304	GO:0090140	0.2000
HP:0002304	GO:1901215	0.3125
HP:0002304	GO:1902823	0.2105
HP:0002304	GO:1905165	0.2105
HP:0002304	GO:1905606	0.2105
HP:0002308	GO:0035869	0.2222
HP:0002308	GO:0036038	0.2951
HP:0002310	GO:0006914	0.2963
HP:0002312	GO:0030163	0.2308
HP:0002312	GO:0032217	0.2353
HP:0002312	GO:0032218	0.2353
HP:0002313	GO:0005750	0.3429
HP:0002313	GO:0006122	0.2857
HP:0002313	GO:0034551	0.2941
HP:0002315	GO:0003341	0.3659
HP:0002315	GO:0005930	0.2708
HP:0002315	GO:0036158	0.3038
HP:0002315	GO:0036159	0.2105
HP:0002315	GO:0070286	0.2133
HP:0002317	GO:0005777	0.2553
HP:0002317	GO:0005778	0.3188
HP:0002317	GO:0005779	0.2545
HP:0002317	GO:0006625	0.2264
HP:0002317	GO:0007031	0.3333
HP:0002317	GO:0016558	0.2857
HP:0002318	GO:0003943	0.4444
HP:0002318	GO:0008375	0.2857
HP:0002318	GO:0015012	0.3333
HP:0002318	GO:0015014	0.4444
HP:0002318	GO:0015020	0.3333
HP:0002318	GO:0016757	0.3636
HP:0002318	GO:0033692	0.4444
HP:0002318	GO:0042328	0.4444
HP:0002318	GO:0042340	0.2857
HP:0002318	GO:0050509	0.4444
HP:0002321	GO:0007605	0.3786
HP:0002322	GO:0000422	0.2000
HP:0002322	GO:0007005	0.3182
HP:0002322	GO:0010821	0.2000
HP:0002322	GO:0034599	0.2439
HP:0002322	GO:0090141	0.2000
HP:0002322	GO:0099074	0.2308
HP:0002322	GO:1901215	0.3684
HP:0002322	GO:1902236	0.2143
HP:0002322	GO:1902803	0.2308
HP:0002322	GO:1903202	0.2308
HP:0002323	GO:0001736	0.2609
HP:0002323	GO:0007224	0.2051
HP:0002323	GO:0035869	0.4242
HP:0002323	GO:0036038	0.5806
HP:0002323	GO:0060271	0.2716
HP:0002324	GO:0006564	0.4444
HP:0002326	GO:0001569	0.2667
HP:0002326	GO:0001937	0.2105
HP:0002326	GO:0003203	0.2105
HP:0002326	GO:0005024	0.3077
HP:0002326	GO:0010596	0.3077
HP:0002326	GO:0010862	0.2759
HP:0002326	GO:0017015	0.2353
HP:0002326	GO:0030509	0.2105
HP:0002326	GO:0030513	0.3158
HP:0002326	GO:0035912	0.3333
HP:0002326	GO:0043537	0.3077
HP:0002326	GO:0048185	0.4000
HP:0002326	GO:0050431	0.2353
HP:0002326	GO:0051001	0.4000
HP:0002326	GO:0071773	0.2857
HP:0002326	GO:0090500	0.4444
HP:0002326	GO:2000279	0.4000
HP:0002329	GO:0004887	0.4000
HP:0002329	GO:0070324	0.3333
HP:0002330	GO:0002381	0.4000
HP:0002330	GO:0002455	0.4000
HP:0002330	GO:0030658	0.2667
HP:0002330	GO:0032395	0.2857
HP:0002330	GO:0032689	0.2857
HP:0002330	GO:0042605	0.2000
HP:0002330	GO:0042613	0.3077
HP:0002330	GO:0071556	0.2105
HP:0002331	GO:0000104	0.5000
HP:0002331	GO:0005749	0.6154
HP:0002331	GO:0006099	0.4000
HP:0002331	GO:0006121	0.6154
HP:0002331	GO:0008177	0.3636
HP:0002331	GO:0009060	0.2353
HP:0002331	GO:0022904	0.2353
HP:0002331	GO:0045273	0.3636
HP:0002331	GO:0048039	0.3333
HP:0002333	GO:0007042	0.3077
HP:0002335	GO:0007224	0.2609
HP:0002335	GO:0035869	0.4000
HP:0002335	GO:0036038	0.5789
HP:0002335	GO:0036064	0.2188
HP:0002335	GO:0060271	0.3864
HP:0002343	GO:0000014	0.4000
HP:0002343	GO:0000109	0.7500
HP:0002343	GO:0000110	0.5714
HP:0002343	GO:0003678	0.3333
HP:0002343	GO:0006283	0.3810
HP:0002343	GO:0006289	0.3000
HP:0002343	GO:0006293	0.2857
HP:0002343	GO:0006295	0.2857
HP:0002343	GO:0006296	0.2105
HP:0002343	GO:0008094	0.2353
HP:0002343	GO:0009411	0.3000
HP:0002343	GO:0032205	0.6667
HP:0002343	GO:0033683	0.2000
HP:0002343	GO:0043566	0.6667
HP:0002343	GO:0070522	0.5714
HP:0002343	GO:0070911	0.2500
HP:0002344	GO:0006520	0.2000
HP:0002350	GO:0006493	0.3043
HP:0002350	GO:0030991	0.2105
HP:0002350	GO:0035269	0.2927
HP:0002350	GO:0035721	0.2051
HP:0002350	GO:0097542	0.3529
HP:0002352	GO:0003743	0.2041
HP:0002352	GO:0005851	0.2083
HP:0002352	GO:0014003	0.2083
HP:0002352	GO:0043434	0.2000
HP:0002356	GO:0051584	0.3636
HP:0002361	GO:0007042	0.5000
HP:0002361	GO:0008021	0.2222
HP:0002361	GO:0030163	0.2500
HP:0002362	GO:0016191	0.2353
HP:0002362	GO:0032268	0.2353
HP:0002362	GO:0040012	0.2353
HP:0002362	GO:0048488	0.2000
HP:0002362	GO:0060161	0.2353
HP:0002362	GO:1901215	0.2667
HP:0002362	GO:1902823	0.2353
HP:0002362	GO:1905606	0.2353
HP:0002365	GO:0036038	0.2247
HP:0002365	GO:0060271	0.2158
HP:0002367	GO:0005978	0.2000
HP:0002367	GO:0016234	0.2353
HP:0002370	GO:0001103	0.3200
HP:0002370	GO:0032402	0.2500
HP:0002370	GO:0034464	0.3830
HP:0002370	GO:0036064	0.2133
HP:0002370	GO:0045444	0.2105
HP:0002370	GO:0060271	0.2626
HP:0002371	GO:0006914	0.2105
HP:0002371	GO:0032299	0.2143
HP:0002372	GO:0005251	0.2000
HP:0002372	GO:0005267	0.2500
HP:0002372	GO:0033268	0.4615
HP:0002372	GO:0043194	0.4444
HP:0002377	GO:0000104	0.5000
HP:0002377	GO:0005749	0.6154
HP:0002377	GO:0006099	0.4000
HP:0002377	GO:0006121	0.6154
HP:0002377	GO:0008177	0.3636
HP:0002377	GO:0009060	0.2353
HP:0002377	GO:0022904	0.2353
HP:0002377	GO:0045273	0.3636
HP:0002377	GO:0048039	0.3333
HP:0002385	GO:0005243	0.2353
HP:0002385	GO:0005776	0.2105
HP:0002385	GO:0005922	0.2222
HP:0002385	GO:0010821	0.2000
HP:0002385	GO:0016264	0.2222
HP:0002389	GO:0018024	0.2222
HP:0002389	GO:0042799	0.2222
HP:0002389	GO:0046975	0.2222
HP:0002390	GO:0001569	0.3333
HP:0002390	GO:0001937	0.2500
HP:0002390	GO:0003203	0.2500
HP:0002390	GO:0005024	0.4000
HP:0002390	GO:0010596	0.4000
HP:0002390	GO:0010862	0.3077
HP:0002390	GO:0017015	0.2857
HP:0002390	GO:0030509	0.2286
HP:0002390	GO:0030513	0.3750
HP:0002390	GO:0035912	0.4444
HP:0002390	GO:0043537	0.4000
HP:0002390	GO:0048185	0.5714
HP:0002390	GO:0050431	0.2857
HP:0002390	GO:0071773	0.3333
HP:0002390	GO:0090500	0.6667
HP:0002390	GO:2000279	0.5714
HP:0002392	GO:0004890	0.5000
HP:0002392	GO:0007214	0.3750
HP:0002392	GO:0022851	0.3077
HP:0002392	GO:0051932	0.3077
HP:0002392	GO:0071420	0.2857
HP:0002392	GO:1902476	0.2857
HP:0002392	GO:1902711	0.5000
HP:0002395	GO:0004169	0.2609
HP:0002403	GO:0032543	0.2353
HP:0002404	GO:0007224	0.3000
HP:0002404	GO:0035869	0.4118
HP:0002404	GO:0036038	0.6250
HP:0002404	GO:0036064	0.2069
HP:0002404	GO:0060170	0.2051
HP:0002404	GO:0060271	0.3659
HP:0002406	GO:0005161	0.3333
HP:0002406	GO:0014911	0.4000
HP:0002406	GO:0031226	0.2667
HP:0002406	GO:0035793	0.4444
HP:0002406	GO:0043552	0.2353
HP:0002406	GO:0045840	0.2105
HP:0002406	GO:0048008	0.3636
HP:0002406	GO:0048407	0.2353
HP:0002406	GO:0050921	0.3636
HP:0002406	GO:0060326	0.2105
HP:0002406	GO:0090280	0.4000
HP:0002406	GO:2000379	0.2500
HP:0002406	GO:2000573	0.3636
HP:0002408	GO:0001569	0.3333
HP:0002408	GO:0001937	0.2500
HP:0002408	GO:0003203	0.2500
HP:0002408	GO:0005024	0.4000
HP:0002408	GO:0010596	0.4000
HP:0002408	GO:0010862	0.3077
HP:0002408	GO:0017015	0.2857
HP:0002408	GO:0030509	0.2286
HP:0002408	GO:0030513	0.3750
HP:0002408	GO:0035912	0.4444
HP:0002408	GO:0043537	0.4000
HP:0002408	GO:0048185	0.5714
HP:0002408	GO:0050431	0.2857
HP:0002408	GO:0071773	0.3333
HP:0002408	GO:0090500	0.6667
HP:0002408	GO:2000279	0.5714
HP:0002410	GO:0005007	0.2667
HP:0002410	GO:0010518	0.2353
HP:0002410	GO:0048705	0.2000
HP:0002410	GO:0048853	0.2857
HP:0002411	GO:0005249	0.2222
HP:0002411	GO:0005251	0.2609
HP:0002411	GO:0005267	0.3158
HP:0002411	GO:0033268	0.2500
HP:0002411	GO:0043194	0.3333
HP:0002414	GO:0036297	0.4127
HP:0002414	GO:0043240	0.3200
HP:0002415	GO:0005743	0.2041
HP:0002415	GO:0005747	0.3448
HP:0002415	GO:0005777	0.2364
HP:0002415	GO:0005778	0.2588
HP:0002415	GO:0006120	0.3333
HP:0002415	GO:0007031	0.2632
HP:0002415	GO:0008137	0.2963
HP:0002415	GO:0016558	0.2222
HP:0002415	GO:0032981	0.4255
HP:0002416	GO:0005777	0.3750
HP:0002416	GO:0005778	0.5641
HP:0002416	GO:0005779	0.5600
HP:0002416	GO:0006625	0.5217
HP:0002416	GO:0007031	0.6667
HP:0002416	GO:0016557	0.2105
HP:0002416	GO:0016558	0.6154
HP:0002416	GO:0016560	0.2105
HP:0002416	GO:0016561	0.3000
HP:0002416	GO:0045046	0.3810
HP:0002416	GO:0060152	0.2105
HP:0002416	GO:1901094	0.2105
