HPO_term	GO_term	Co-occurrence_similarity_(S)
HP:0005184	GO:2000649	0.2000
HP:0005206	GO:0007586	0.3333
HP:0005206	GO:0008236	0.2105
HP:0005212	GO:0000723	0.3200
HP:0005212	GO:0000783	0.3750
HP:0005212	GO:0003720	0.2857
HP:0005212	GO:0005697	0.5263
HP:0005212	GO:0005732	0.2500
HP:0005212	GO:0007004	0.5455
HP:0005212	GO:0010521	0.2500
HP:0005212	GO:0016233	0.2500
HP:0005212	GO:0031118	0.4000
HP:0005212	GO:0031120	0.4000
HP:0005212	GO:0031429	0.4000
HP:0005212	GO:0032202	0.2667
HP:0005212	GO:0032206	0.2105
HP:0005212	GO:0032211	0.2500
HP:0005212	GO:0034513	0.4000
HP:0005212	GO:0042162	0.4444
HP:0005212	GO:0051973	0.2609
HP:0005212	GO:0051974	0.2000
HP:0005212	GO:0070034	0.5556
HP:0005212	GO:0070187	0.2667
HP:0005212	GO:0070198	0.2500
HP:0005212	GO:0070200	0.3529
HP:0005212	GO:0072589	0.4000
HP:0005212	GO:0090661	0.4000
HP:0005212	GO:1904851	0.2667
HP:0005212	GO:1904874	0.3750
HP:0005213	GO:0007586	0.3333
HP:0005213	GO:0008236	0.2105
HP:0005217	GO:0000775	0.4286
HP:0005217	GO:0005694	0.3750
HP:0005217	GO:0007052	0.2105
HP:0005217	GO:0007062	0.2963
HP:0005217	GO:0007064	0.4444
HP:0005217	GO:0007126	0.3077
HP:0005217	GO:0008278	0.6667
HP:0005217	GO:0030893	0.4444
HP:0005217	GO:0032876	0.4444
HP:0005217	GO:0035115	0.3333
HP:0005218	GO:0035097	0.5000
HP:0005218	GO:0044666	1.0000
HP:0005218	GO:0051568	0.8000
HP:0005222	GO:0005588	0.2500
HP:0005222	GO:0032964	0.2500
HP:0005222	GO:0048592	0.2353
HP:0005222	GO:0071953	0.2353
HP:0005222	GO:1903225	0.2500
HP:0005224	GO:0002479	0.4545
HP:0005224	GO:0004920	0.2857
HP:0005224	GO:0006801	0.4444
HP:0005224	GO:0016175	0.3750
HP:0005224	GO:0016176	0.2353
HP:0005224	GO:0032010	0.4000
HP:0005224	GO:0042554	0.5000
HP:0005224	GO:0043020	0.5882
HP:0005224	GO:0045454	0.4348
HP:0005224	GO:0045730	0.5000
HP:0005224	GO:0048010	0.3571
HP:0005225	GO:0007597	0.2500
HP:0005227	GO:0005881	0.2353
HP:0005227	GO:0030877	0.3636
HP:0005240	GO:0005587	0.5000
HP:0005244	GO:0001916	0.2353
HP:0005244	GO:0005143	0.2667
HP:0005244	GO:0010508	0.2000
HP:0005244	GO:0032760	0.2000
HP:0005244	GO:0042523	0.2105
HP:0005244	GO:0043206	0.2500
HP:0005244	GO:0048407	0.2000
HP:0005257	GO:0030991	0.2222
HP:0005257	GO:0035721	0.2162
HP:0005257	GO:0097542	0.3673
HP:0005261	GO:0006465	0.4000
HP:0005261	GO:0007596	0.2821
HP:0005261	GO:0007597	0.3704
HP:0005261	GO:0007598	0.3750
HP:0005261	GO:0017187	0.5714
HP:0005261	GO:0042730	0.2308
HP:0005261	GO:0051918	0.2105
HP:0005263	GO:0023026	0.2353
HP:0005263	GO:0038061	0.2105
HP:0005267	GO:0043206	0.5000
HP:0005267	GO:0043588	0.2667
HP:0005267	GO:0048407	0.3333
HP:0005268	GO:0005577	0.3750
HP:0005268	GO:0031091	0.3333
HP:0005268	GO:0031639	0.3750
HP:0005268	GO:0034116	0.3750
HP:0005268	GO:0042730	0.2609
HP:0005268	GO:0043152	0.3333
HP:0005268	GO:0043623	0.3750
HP:0005268	GO:0045907	0.3529
HP:0005268	GO:0045921	0.3529
HP:0005268	GO:0050714	0.2727
HP:0005268	GO:0050839	0.2727
HP:0005268	GO:0051258	0.3750
HP:0005268	GO:0051592	0.2400
HP:0005268	GO:0070527	0.2143
HP:0005268	GO:0072378	0.4286
HP:0005268	GO:0090277	0.3750
HP:0005268	GO:1900026	0.3158
HP:0005268	GO:1902042	0.2727
HP:0005268	GO:2000352	0.3000
HP:0005272	GO:0003009	0.3158
HP:0005272	GO:0005861	0.3333
HP:0005272	GO:0030049	0.2424
HP:0005272	GO:0043462	0.3636
HP:0005274	GO:0000226	0.2609
HP:0005274	GO:0007088	0.6000
HP:0005274	GO:0050775	0.4000
HP:0005274	GO:1990393	0.6667
HP:0005280	GO:0005515	0.2059
HP:0005288	GO:0000980	0.2143
HP:0005288	GO:0001164	0.2500
HP:0005288	GO:0006337	0.4211
HP:0005288	GO:0006338	0.2857
HP:0005288	GO:0008080	0.2353
HP:0005288	GO:0016514	0.4762
HP:0005288	GO:0016922	0.2105
HP:0005288	GO:0030957	0.2000
HP:0005288	GO:0031492	0.4000
HP:0005288	GO:0043044	0.3000
HP:0005288	GO:0043923	0.2353
HP:0005288	GO:0048096	0.2353
HP:0005288	GO:0071564	0.4211
HP:0005288	GO:0071565	0.4211
HP:0005288	GO:1901838	0.2222
HP:0005288	GO:1902661	0.2500
HP:0005288	GO:2000648	0.2222
HP:0005293	GO:0030199	0.2128
HP:0005294	GO:0005024	0.3333
HP:0005294	GO:0030199	0.2400
HP:0005294	GO:0043206	0.3333
HP:0005294	GO:0043588	0.2105
HP:0005294	GO:0048407	0.2500
HP:0005294	GO:0048701	0.2500
HP:0005294	GO:0050431	0.2500
HP:0005294	GO:0060389	0.2667
HP:0005294	GO:0060412	0.2105
HP:0005294	GO:0070022	0.4444
HP:0005294	GO:0070723	0.4000
HP:0005294	GO:1905007	0.3636
HP:0005303	GO:0003725	0.3077
HP:0005303	GO:0003727	0.5714
HP:0005303	GO:0009597	0.8000
HP:0005303	GO:0032480	0.3077
HP:0005303	GO:0032727	0.4444
HP:0005303	GO:0032728	0.2857
HP:0005303	GO:0034344	1.0000
HP:0005303	GO:0039528	1.0000
HP:0005304	GO:0003755	0.2353
HP:0005304	GO:0005518	0.2105
HP:0005304	GO:0005584	0.2500
HP:0005304	GO:0032991	0.3529
HP:0005304	GO:0043589	0.2353
HP:0005304	GO:0060348	0.2400
HP:0005304	GO:0061077	0.3478
HP:0005304	GO:1901874	0.2500
HP:0005305	GO:0006465	0.5000
HP:0005305	GO:0017187	0.4615
HP:0005306	GO:0005021	0.3636
HP:0005306	GO:0019838	0.2222
HP:0005306	GO:0035924	0.3077
HP:0005306	GO:0048514	0.2857
HP:0005310	GO:0008154	0.8000
HP:0005311	GO:0030324	0.2609
HP:0005311	GO:0048468	0.2727
HP:0005311	GO:0048566	0.2500
HP:0005317	GO:0009267	0.4000
HP:0005317	GO:0071773	0.2353
HP:0005321	GO:0000028	0.3200
HP:0005321	GO:0000184	0.5909
HP:0005321	GO:0000462	0.2400
HP:0005321	GO:0002181	0.2609
HP:0005321	GO:0003735	0.6154
HP:0005321	GO:0005840	0.3846
HP:0005321	GO:0006364	0.5306
HP:0005321	GO:0006412	0.5833
HP:0005321	GO:0006413	0.5652
HP:0005321	GO:0006614	0.6500
HP:0005321	GO:0015935	0.3333
HP:0005321	GO:0019083	0.5909
HP:0005321	GO:0022625	0.3846
HP:0005321	GO:0022627	0.4571
HP:0005321	GO:0042273	0.3478
HP:0005321	GO:0042274	0.4000
HP:0005328	GO:0000014	0.2353
HP:0005328	GO:0000109	0.4000
HP:0005328	GO:0000110	0.2857
HP:0005328	GO:0000717	0.3000
HP:0005328	GO:0003678	0.3158
HP:0005328	GO:0004386	0.2105
HP:0005328	GO:0005669	0.3158
HP:0005328	GO:0005675	0.2857
HP:0005328	GO:0006283	0.5000
HP:0005328	GO:0006289	0.4444
HP:0005328	GO:0006293	0.4762
HP:0005328	GO:0006294	0.2857
HP:0005328	GO:0006295	0.4762
HP:0005328	GO:0006296	0.3846
HP:0005328	GO:0006361	0.3158
HP:0005328	GO:0006362	0.3333
HP:0005328	GO:0006363	0.3158
HP:0005328	GO:0006368	0.2609
HP:0005328	GO:0006370	0.4286
HP:0005328	GO:0006979	0.3158
HP:0005328	GO:0008094	0.3333
HP:0005328	GO:0008353	0.2857
HP:0005328	GO:0009411	0.2963
HP:0005328	GO:0032205	0.3077
HP:0005328	GO:0033683	0.3704
HP:0005328	GO:0035315	0.2353
HP:0005328	GO:0043138	0.3077
HP:0005328	GO:0043566	0.3077
HP:0005328	GO:0070522	0.2857
HP:0005328	GO:0070911	0.4348
HP:0005328	GO:1901990	0.2667
HP:0005335	GO:0031674	0.2353
HP:0005338	GO:0035097	0.2105
HP:0005338	GO:0044666	0.2667
HP:0005338	GO:0051568	0.2500
HP:0005339	GO:0004252	0.2254
HP:0005339	GO:0005602	0.2857
HP:0005339	GO:0006956	0.4103
HP:0005339	GO:0006958	0.5000
HP:0005339	GO:0030449	0.2000
HP:0005339	GO:2000427	0.3750
HP:0005343	GO:0007224	0.2353
HP:0005343	GO:0035869	0.5000
HP:0005343	GO:0036038	0.6923
HP:0005343	GO:0048793	0.2105
HP:0005343	GO:0060271	0.2632
HP:0005344	GO:0006281	0.2195
HP:0005344	GO:0036297	0.5098
HP:0005344	GO:0043240	0.4211
HP:0005347	GO:0005007	0.8000
HP:0005347	GO:0010518	0.5714
HP:0005347	GO:0017134	0.3636
HP:0005347	GO:0048705	0.4000
HP:0005348	GO:0006103	0.2857
HP:0005353	GO:0002224	0.3333
HP:0005353	GO:0002756	0.3077
HP:0005353	GO:0007249	0.2308
HP:0005353	GO:0032480	0.2105
HP:0005353	GO:0032728	0.2000
HP:0005353	GO:0034128	0.3636
HP:0005353	GO:0034138	0.4000
HP:0005353	GO:0035666	0.3810
HP:0005353	GO:0042101	0.3529
HP:0005353	GO:0043330	0.4000
HP:0005353	GO:0070266	0.2667
HP:0005356	GO:0004252	0.2466
HP:0005356	GO:0005602	0.2500
HP:0005356	GO:0006956	0.4878
HP:0005356	GO:0006958	0.4615
HP:0005356	GO:0030449	0.3125
HP:0005356	GO:0072562	0.2564
HP:0005356	GO:2000427	0.3333
HP:0005365	GO:0002331	0.3333
HP:0005365	GO:0004519	0.2353
HP:0005365	GO:0004917	0.3636
HP:0005365	GO:0033077	0.3750
HP:0005365	GO:0033151	0.5000
HP:0005365	GO:0070419	0.3077
HP:0005374	GO:0005697	0.2381
HP:0005374	GO:0007004	0.3111
HP:0005374	GO:0070034	0.2439
HP:0005379	GO:0002331	0.4000
HP:0005379	GO:0033077	0.2857
HP:0005379	GO:0033151	0.4000
HP:0005379	GO:0042101	0.3750
HP:0005381	GO:0005579	0.3636
HP:0005381	GO:0006956	0.3333
HP:0005381	GO:0030449	0.6667
HP:0005387	GO:0000776	0.2308
HP:0005387	GO:0000777	0.3636
HP:0005387	GO:0002331	0.3636
HP:0005387	GO:0007062	0.2069
HP:0005387	GO:0007093	0.2105
HP:0005387	GO:0007094	0.2667
HP:0005387	GO:0031145	0.2857
HP:0005387	GO:0033077	0.2667
HP:0005387	GO:0033151	0.3636
HP:0005387	GO:0051436	0.3333
HP:0005387	GO:0051437	0.3077
HP:0005387	GO:0071173	0.3636
HP:0005390	GO:0002331	0.3636
HP:0005390	GO:0033077	0.2667
HP:0005390	GO:0033151	0.3636
HP:0005390	GO:0042101	0.3529
HP:0005390	GO:0042102	0.2727
HP:0005403	GO:0002331	0.2667
HP:0005403	GO:0033077	0.2105
HP:0005403	GO:0033151	0.2667
HP:0005403	GO:0042101	0.2857
HP:0005404	GO:0008625	0.3158
HP:0005404	GO:0031265	0.5000
HP:0005404	GO:0097190	0.2500
HP:0005404	GO:0097191	0.2000
HP:0005404	GO:0097296	0.4000
HP:0005404	GO:0097527	0.4444
HP:0005404	GO:1902041	0.4000
HP:0005404	GO:1902042	0.2500
HP:0005406	GO:0000302	0.2105
HP:0005406	GO:0002479	0.5556
HP:0005406	GO:0006801	0.5714
HP:0005406	GO:0006968	0.2000
HP:0005406	GO:0016175	0.5000
HP:0005406	GO:0016176	0.3077
HP:0005406	GO:0030670	0.2353
HP:0005406	GO:0032010	0.5455
HP:0005406	GO:0042554	0.6667
HP:0005406	GO:0043020	0.7692
HP:0005406	GO:0045454	0.5263
HP:0005406	GO:0045730	0.6667
HP:0005406	GO:0048010	0.4167
HP:0005415	GO:0008154	0.6667
HP:0005416	GO:0006957	0.3636
HP:0005416	GO:0030449	0.2500
HP:0005421	GO:0006957	0.3333
HP:0005421	GO:0030449	0.2400
HP:0005425	GO:0003341	0.4688
HP:0005425	GO:0005930	0.3333
HP:0005425	GO:0007368	0.2000
HP:0005425	GO:0030317	0.2373
HP:0005425	GO:0036158	0.3934
HP:0005425	GO:0036159	0.2759
HP:0005425	GO:0044458	0.2414
HP:0005425	GO:0060287	0.2143
HP:0005425	GO:0070286	0.2807
HP:0005430	GO:0005579	0.4444
HP:0005430	GO:0006956	0.2941
HP:0005430	GO:0030449	0.5600
HP:0005441	GO:0035987	0.2222
HP:0005442	GO:0005592	1.0000
HP:0005445	GO:0010107	0.2500
HP:0005449	GO:0005119	0.6667
HP:0005449	GO:0045668	0.2500
HP:0005449	GO:0045879	0.5455
HP:0005449	GO:0097108	0.8000
HP:0005458	GO:0005675	0.5000
HP:0005458	GO:0006283	0.3636
HP:0005458	GO:0006293	0.4000
HP:0005458	GO:0006294	0.2667
HP:0005458	GO:0006295	0.4000
HP:0005458	GO:0006296	0.3000
HP:0005458	GO:0008094	0.2222
HP:0005458	GO:0009650	0.4000
HP:0005458	GO:0033683	0.2857
HP:0005458	GO:0070911	0.2353
HP:0005462	GO:0005119	0.4000
HP:0005462	GO:0030500	0.3333
HP:0005462	GO:0045668	0.2000
HP:0005462	GO:0045879	0.4000
HP:0005462	GO:0097108	0.4444
HP:0005465	GO:0007626	0.2667
HP:0005465	GO:0010975	0.4000
HP:0005469	GO:0005777	0.2400
HP:0005469	GO:0005778	0.2933
HP:0005469	GO:0005779	0.2295
HP:0005469	GO:0006625	0.2034
HP:0005469	GO:0007031	0.3030
HP:0005469	GO:0016558	0.2581
HP:0005474	GO:0005584	0.2000
HP:0005474	GO:0032991	0.2857
HP:0005474	GO:0060348	0.2069
HP:0005474	GO:0061077	0.2963
HP:0005474	GO:1901874	0.2000
HP:0005476	GO:0005592	1.0000
HP:0005478	GO:0005242	0.3333
HP:0005478	GO:0010107	0.2500
HP:0005478	GO:0015467	0.6667
HP:0005479	GO:0042100	0.3077
HP:0005479	GO:2000353	0.6667
HP:0005487	GO:0000082	0.2000
HP:0005487	GO:0000808	0.2069
HP:0005487	GO:0005664	0.2069
HP:0005502	GO:0006873	0.3077
HP:0005502	GO:0008091	0.2667
HP:0005502	GO:0008519	0.4615
HP:0005502	GO:0014731	0.4000
HP:0005502	GO:0015695	0.4286
HP:0005502	GO:0019740	0.4615
HP:0005502	GO:0030506	0.3000
HP:0005502	GO:0031235	0.2353
HP:0005502	GO:0072488	0.4615
HP:0005511	GO:0004601	0.5000
HP:0005511	GO:0005833	0.5000
HP:0005511	GO:0010942	0.4000
HP:0005511	GO:0015671	0.6667
HP:0005511	GO:0015701	0.2222
HP:0005511	GO:0031720	0.8000
HP:0005511	GO:0031838	0.8000
HP:0005511	GO:0042542	0.3333
HP:0005511	GO:0042744	0.4000
HP:0005511	GO:0051291	0.4444
HP:0005511	GO:0071682	0.4000
HP:0005512	GO:0000302	0.2500
HP:0005512	GO:0002479	0.6667
HP:0005512	GO:0006801	0.7273
HP:0005512	GO:0006968	0.2353
HP:0005512	GO:0016175	0.6667
HP:0005512	GO:0016176	0.4000
HP:0005512	GO:0030670	0.2857
HP:0005512	GO:0032010	0.7500
HP:0005512	GO:0042554	0.8889
HP:0005512	GO:0043020	1.0000
HP:0005512	GO:0045454	0.6250
HP:0005512	GO:0045730	0.8889
HP:0005512	GO:0048010	0.4762
HP:0005518	GO:0000027	0.2105
HP:0005518	GO:0000028	0.3478
HP:0005518	GO:0000184	0.6190
HP:0005518	GO:0000462	0.2609
HP:0005518	GO:0002181	0.2857
HP:0005518	GO:0003735	0.6486
HP:0005518	GO:0005840	0.4167
HP:0005518	GO:0006364	0.5532
HP:0005518	GO:0006412	0.5652
HP:0005518	GO:0006413	0.5909
HP:0005518	GO:0006614	0.6842
HP:0005518	GO:0015935	0.3636
HP:0005518	GO:0019083	0.6190
HP:0005518	GO:0022625	0.4167
HP:0005518	GO:0022627	0.4848
HP:0005518	GO:0034101	0.2000
HP:0005518	GO:0042273	0.3810
HP:0005518	GO:0042274	0.4348
HP:0005521	GO:0004866	0.2667
HP:0005521	GO:0042599	0.4000
HP:0005521	GO:0045334	0.3077
HP:0005521	GO:0097486	0.5000
HP:0005523	GO:0031234	0.2353
HP:0005528	GO:0000784	0.2041
HP:0005528	GO:0036297	0.3291
HP:0005528	GO:0043240	0.2424
HP:0005537	GO:0008154	0.8000
HP:0005541	GO:0017053	0.2667
HP:0005542	GO:0007597	0.3333
HP:0005542	GO:0031638	0.4444
HP:0005547	GO:0005161	0.2667
HP:0005547	GO:0010863	0.2667
HP:0005547	GO:0031226	0.2222
HP:0005547	GO:0038085	0.3077
HP:0005547	GO:0038091	0.3333
HP:0005547	GO:0043552	0.2000
HP:0005547	GO:0046677	0.2667
HP:0005547	GO:0048008	0.2857
HP:0005547	GO:0048407	0.2000
HP:0005547	GO:0055003	0.2222
HP:0005547	GO:0061298	0.2667
HP:0005547	GO:0072277	0.3333
HP:0005547	GO:2000379	0.2105
HP:0005549	GO:0017053	0.2667
HP:0005550	GO:0000781	0.2222
HP:0005550	GO:0007004	0.2222
HP:0005550	GO:0030330	0.2857
HP:0005550	GO:0031571	0.3077
HP:0005550	GO:0032212	0.2105
HP:0005550	GO:0042771	0.2667
HP:0005550	GO:0051974	0.2500
HP:0005550	GO:0090399	0.2857
HP:0005561	GO:0046677	0.2857
HP:0005565	GO:0000775	0.3750
HP:0005565	GO:0005247	0.3750
HP:0005565	GO:0005694	0.3333
HP:0005565	GO:0007062	0.2759
HP:0005565	GO:0007064	0.3636
HP:0005565	GO:0007126	0.2667
HP:0005565	GO:0008278	0.5455
HP:0005565	GO:0030893	0.3636
HP:0005565	GO:0031404	0.2500
HP:0005565	GO:0032876	0.3636
HP:0005567	GO:0016338	0.2857
HP:0005567	GO:0030991	0.5000
HP:0005567	GO:0035721	0.4706
HP:0005567	GO:0061512	0.2000
HP:0005567	GO:0097542	0.2759
HP:0005571	GO:0008543	0.2000
HP:0005572	GO:0008543	0.2000
HP:0005575	GO:0006956	0.2051
HP:0005575	GO:0006957	0.3529
HP:0005575	GO:0030449	0.3333
HP:0005576	GO:0005247	0.2667
HP:0005576	GO:0031404	0.2000
HP:0005576	GO:0035869	0.2286
HP:0005576	GO:0036038	0.2424
HP:0005580	GO:0006024	0.2105
HP:0005580	GO:0006027	0.2222
HP:0005580	GO:0030203	0.2857
HP:0005588	GO:0005243	0.5714
HP:0005588	GO:0005921	0.6667
HP:0005592	GO:0006726	0.5714
HP:0005592	GO:0032438	0.4000
HP:0005592	GO:0033162	0.4444
HP:0005592	GO:0042470	0.4000
HP:0005595	GO:0005243	0.5714
HP:0005595	GO:0005921	0.6667
HP:0005599	GO:0005697	0.2381
HP:0005599	GO:0007004	0.3111
HP:0005599	GO:0070034	0.2439
HP:0005622	GO:0001568	0.2222
HP:0005622	GO:0005584	0.3636
HP:0005622	GO:0005592	0.3636
HP:0005622	GO:0030020	0.2667
HP:0005622	GO:0030199	0.3571
HP:0005622	GO:0030574	0.2439
HP:0005622	GO:0032991	0.5000
HP:0005622	GO:0043589	0.3333
HP:0005622	GO:0048407	0.3158
HP:0005622	GO:0051216	0.2105
HP:0005622	GO:0060348	0.2000
HP:0005622	GO:0061077	0.3333
HP:0005622	GO:1901874	0.3636
HP:0005623	GO:0001568	0.2857
HP:0005623	GO:0005584	0.5714
HP:0005623	GO:0032991	0.7500
HP:0005623	GO:0043589	0.5000
HP:0005623	GO:0048407	0.2667
HP:0005623	GO:0060348	0.2500
HP:0005623	GO:0061077	0.4286
HP:0005623	GO:1901874	0.5714
HP:0005640	GO:0005160	0.2222
HP:0005640	GO:0043408	0.2667
HP:0005640	GO:0048468	0.2500
HP:0005653	GO:0001568	0.3636
HP:0005653	GO:0005584	1.0000
HP:0005653	GO:0043589	0.8000
HP:0005653	GO:0048407	0.3333
HP:0005684	GO:0003009	0.3200
HP:0005684	GO:0005859	0.2000
HP:0005684	GO:0005861	0.2222
HP:0005684	GO:0017018	0.2667
HP:0005684	GO:0030049	0.3077
HP:0005684	GO:0030208	0.2500
HP:0005684	GO:0043462	0.2353
HP:0005684	GO:0046034	0.2105
HP:0005692	GO:0001527	0.2857
HP:0005692	GO:0003149	0.2667
HP:0005692	GO:0003181	0.2500
HP:0005692	GO:0003222	0.2353
HP:0005692	GO:0003274	0.3077
HP:0005692	GO:0005024	0.2500
HP:0005692	GO:0005114	0.2500
HP:0005692	GO:0006939	0.2857
HP:0005692	GO:0007179	0.2051
HP:0005692	GO:0010718	0.2963
HP:0005692	GO:0030512	0.2308
HP:0005692	GO:0032909	0.3077
HP:0005692	GO:0032924	0.2353
HP:0005692	GO:0034714	0.2857
HP:0005692	GO:0042060	0.2222
HP:0005692	GO:0045216	0.2222
HP:0005692	GO:0048701	0.2000
HP:0005692	GO:0050431	0.2000
HP:0005692	GO:0060021	0.2143
HP:0005692	GO:0060317	0.2667
HP:0005692	GO:0060389	0.3158
HP:0005692	GO:0060412	0.2609
HP:0005692	GO:0070022	0.3077
HP:0005692	GO:0070723	0.2857
HP:0005692	GO:1905007	0.4000
HP:0005701	GO:0001054	0.3333
HP:0005701	GO:0001056	0.3077
HP:0005701	GO:0004450	0.3636
HP:0005701	GO:0005666	0.3077
HP:0005701	GO:0005736	0.3333
HP:0005701	GO:0006102	0.3333
HP:0005701	GO:0006103	0.2353
HP:0005701	GO:0006361	0.2353
HP:0005701	GO:0006362	0.2500
HP:0005701	GO:0006363	0.2353
HP:0005701	GO:0045815	0.2105
HP:0005707	GO:0005007	0.6667
HP:0005707	GO:0008543	0.2000
HP:0005707	GO:0010518	0.5000
HP:0005707	GO:0016303	0.2727
HP:0005707	GO:0017134	0.3333
HP:0005707	GO:0030282	0.3636
HP:0005707	GO:0032808	0.6667
HP:0005707	GO:0043410	0.2069
HP:0005707	GO:0060349	0.3636
HP:0005707	GO:0060595	0.8000
HP:0005736	GO:0032332	0.3529
HP:0005736	GO:0051216	0.2000
HP:0005736	GO:0061036	0.2353
HP:0005758	GO:0003755	0.2500
HP:0005758	GO:0005584	0.2667
HP:0005758	GO:0032991	0.3750
HP:0005758	GO:0043589	0.2500
HP:0005758	GO:0060348	0.2500
HP:0005758	GO:0061077	0.3636
HP:0005758	GO:1901874	0.2667
HP:0005792	GO:0030991	0.2500
HP:0005792	GO:0035721	0.2424
HP:0005807	GO:0001527	0.2353
HP:0005807	GO:0001837	0.2000
HP:0005807	GO:0003149	0.3333
HP:0005807	GO:0003181	0.2105
HP:0005807	GO:0003222	0.2000
HP:0005807	GO:0003223	0.2222
HP:0005807	GO:0003274	0.2500
HP:0005807	GO:0005024	0.2105
HP:0005807	GO:0005114	0.2105
HP:0005807	GO:0005160	0.2143
HP:0005807	GO:0006939	0.2353
HP:0005807	GO:0007179	0.2381
HP:0005807	GO:0007184	0.2500
HP:0005807	GO:0010718	0.2667
HP:0005807	GO:0030512	0.2069
HP:0005807	GO:0032909	0.2500
HP:0005807	GO:0032924	0.2000
HP:0005807	GO:0034714	0.2353
HP:0005807	GO:0042060	0.2667
HP:0005807	GO:0060317	0.2222
HP:0005807	GO:0060389	0.2727
HP:0005807	GO:0060412	0.3077
HP:0005807	GO:0061626	0.2105
HP:0005807	GO:0070022	0.2500
HP:0005807	GO:0070723	0.2353
HP:0005807	GO:1905006	0.2667
HP:0005807	GO:1905007	0.3333
HP:0005815	GO:0000775	0.2727
HP:0005815	GO:0005119	0.2353
HP:0005815	GO:0005694	0.2500
HP:0005815	GO:0007062	0.2286
HP:0005815	GO:0007064	0.2353
HP:0005815	GO:0008278	0.3529
HP:0005815	GO:0030893	0.2353
HP:0005815	GO:0032876	0.2353
HP:0005815	GO:0045668	0.2222
HP:0005815	GO:0045879	0.2727
HP:0005815	GO:0097108	0.2500
HP:0005819	GO:0001958	0.2000
HP:0005819	GO:0033085	0.2353
HP:0005819	GO:0033088	0.2222
HP:0005830	GO:0005675	0.3333
HP:0005830	GO:0006283	0.3077
HP:0005830	GO:0006293	0.3158
HP:0005830	GO:0006294	0.2105
HP:0005830	GO:0006295	0.3158
HP:0005830	GO:0006296	0.2500
HP:0005830	GO:0009650	0.2857
HP:0005830	GO:0033683	0.2400
HP:0005855	GO:0003755	0.2222
HP:0005855	GO:0005518	0.2051
HP:0005855	GO:0005584	0.2353
HP:0005855	GO:0032991	0.3333
HP:0005855	GO:0043589	0.2222
HP:0005855	GO:0060348	0.2308
HP:0005855	GO:0061077	0.3333
HP:0005855	GO:1901874	0.2353
HP:0005897	GO:0003755	0.2667
HP:0005897	GO:0005584	0.2857
HP:0005897	GO:0032991	0.4000
HP:0005897	GO:0043589	0.2667
HP:0005897	GO:0060348	0.2609
HP:0005897	GO:0061077	0.3810
HP:0005897	GO:1901874	0.2857
HP:0005905	GO:0004889	0.4615
HP:0005905	GO:0005892	0.4615
HP:0005905	GO:0007271	0.4706
HP:0005905	GO:0007274	0.3750
HP:0005905	GO:0015276	0.3158
HP:0005905	GO:0015464	0.4615
HP:0005905	GO:0035094	0.4286
HP:0005905	GO:0042166	0.4286
HP:0005905	GO:0045211	0.2500
HP:0005905	GO:0048630	0.5714
HP:0005905	GO:0050881	0.6667
HP:0005905	GO:0050905	0.4444
HP:0005912	GO:0000712	0.2609
HP:0005912	GO:0000724	0.2439
HP:0005912	GO:0000732	0.2162
HP:0005912	GO:0006281	0.2535
HP:0005912	GO:0006289	0.2286
HP:0005912	GO:0036297	0.6500
HP:0005912	GO:0043240	0.5926
HP:0005914	GO:0001502	0.2222
HP:0005914	GO:0019005	0.2353
HP:0005914	GO:0031146	0.2500
HP:0005914	GO:0032332	0.2105
HP:0005930	GO:0005777	0.2171
HP:0005930	GO:0005778	0.2115
HP:0005930	GO:0007031	0.2316
HP:0005938	GO:0003341	0.6383
HP:0005938	GO:0003356	0.2703
HP:0005938	GO:0005930	0.4262
HP:0005938	GO:0007368	0.2642
HP:0005938	GO:0030317	0.3333
HP:0005938	GO:0031514	0.2041
HP:0005938	GO:0036157	0.2703
HP:0005938	GO:0036158	0.5455
HP:0005938	GO:0036159	0.3902
HP:0005938	GO:0044458	0.3415
HP:0005938	GO:0060287	0.3077
HP:0005938	GO:0070286	0.4000
HP:0005938	GO:0071907	0.2105
HP:0005942	GO:0042599	0.5000
HP:0005942	GO:0045334	0.3636
HP:0005942	GO:0097208	0.6667
HP:0005942	GO:0097486	0.6667
HP:0005944	GO:0030324	0.2500
HP:0005944	GO:0030325	0.2500
HP:0005944	GO:0048468	0.2609
HP:0005944	GO:0048566	0.2353
HP:0005944	GO:0061205	0.3077
HP:0005957	GO:0007224	0.2500
HP:0005957	GO:0035869	0.2308
HP:0005957	GO:0036038	0.5000
HP:0005957	GO:0036064	0.2000
HP:0005957	GO:0060271	0.2703
HP:0005959	GO:0004613	0.8000
HP:0005961	GO:0000050	0.5455
HP:0005961	GO:0006526	0.7500
HP:0005964	GO:0042423	0.6667
HP:0005967	GO:0005245	0.2222
HP:0005967	GO:0031674	0.2857
HP:0005974	GO:0046952	1.0000
HP:0005978	GO:0007601	0.2143
HP:0005984	GO:0031581	0.2857
HP:0005984	GO:0031994	0.5000
HP:0005984	GO:0035878	0.6667
HP:0005984	GO:0038132	0.5714
HP:0005984	GO:0043588	0.2500
HP:0005984	GO:0048565	0.2667
HP:0005984	GO:0072001	0.3333
HP:0005984	GO:0097186	0.5714
HP:0005988	GO:0005589	0.4000
HP:0005988	GO:0030574	0.2000
HP:0005988	GO:0043408	0.2000
HP:0005988	GO:0070208	0.4000
HP:0005989	GO:0005763	0.2222
